"lcd_id","lcd_version","related_num","r_article_id","r_article_version","r_lcd_id","r_lcd_version","r_contractor_id","last_updated"
"34541","11","1","56808","5","","","228","2019-09-20 19:47:05.207000000"
"34541","12","1","56808","5","","","228","2019-09-20 19:47:05.207000000"
"34541","13","1","56808","5","","","228","2019-09-20 19:47:05.207000000"
"34541","14","1","56808","5","","","228","2019-09-20 19:47:05.207000000"
"34544","40","1","53056","2","","","227","2014-03-31 20:22:11"
"34544","40","2","56669","4","","","373","2019-06-27 17:59:09.487000000"
"34547","33","1","53056","2","","","227","2014-03-31 20:22:29"
"34547","33","2","56502","3","","","373","2019-04-17 13:02:02.483000000"
"34548","33","1","53054","2","","","227","2014-03-31 20:18:48"
"34548","33","2","53056","2","","","227","2014-03-31 20:26:16"
"34548","33","3","56610","2","","","373","2019-05-29 17:07:57.587000000"
"34548","38","1","53054","2","","","227","2014-03-31 20:18:48"
"34548","38","2","53056","2","","","227","2014-03-31 20:26:16"
"34548","38","3","56610","2","","","373","2019-05-29 17:07:57.587000000"
"34549","41","1","56468","3","","","391","2019-03-26 22:21:47.500000000"
"34549","45","1","56468","3","","","391","2019-03-26 22:21:47.500000000"
"34552","34","1","56673","3","","","374","2019-07-03 15:21:50.593000000"
"34553","30","1","56703","9","","","391","2020-11-06 15:31:59.950000000"
"34553","30","2","58512","3","","","391","2020-11-06 15:32:10.907000000"
"34553","30","3","","","38558","6","391","2020-11-12 21:06:31.803000000"
"34553","35","1","56703","9","","","391","2020-11-06 15:31:59.950000000"
"34553","35","2","58512","3","","","391","2020-11-06 15:32:10.907000000"
"34553","35","3","","","38558","6","391","2020-11-12 21:06:31.803000000"
"34554","25","1","55995","4","","","378","2018-07-31 18:04:51.863000000"
"34554","25","2","","","37590","4","378","2018-07-31 18:05:05.670000000"
"34554","25","3","56871","3","","","391","2019-08-07 23:34:09.250000000"
"34554","29","1","55995","4","","","378","2018-07-31 18:04:51.863000000"
"34554","29","2","","","37590","4","378","2018-07-31 18:05:05.670000000"
"34554","29","3","56871","3","","","391","2019-08-07 23:34:09.250000000"
"34558","33","1","53056","2","","","227","2014-03-31 20:26:52"
"34558","33","2","56679","3","","","373","2019-06-27 15:45:38.717000000"
"34558","37","1","53056","2","","","227","2014-03-31 20:26:52"
"34558","37","2","56679","3","","","373","2019-06-27 15:45:38.717000000"
"34559","37","1","53056","2","","","227","2014-03-31 20:22:55"
"34559","37","2","56545","2","","","373","2019-05-02 18:28:31.310000000"
"34560","70","1","53053","2","","","227","2014-03-31 20:16:10"
"34560","70","2","53057","2","","","227","2014-03-31 20:27:33"
"34561","64","1","56756","6","","","373","2019-07-23 21:22:15.650000000"
"34562","37","1","53050","2","","","227","2014-03-31 19:58:17"
"34562","37","2","53051","2","","","227","2014-03-31 20:10:36"
"34562","37","3","56641","2","","","373","2019-06-24 18:01:41.640000000"
"34563","41","1","53052","2","","","227","2014-03-31 20:15:00"
"34564","64","1","53053","2","","","227","2014-03-31 20:17:08"
"34564","64","2","53058","3","","","227","2014-03-31 20:28:16"
"34565","35","1","56648","5","","","373","2019-06-24 15:42:48.457000000"
"34566","30","1","56677","3","","","373","2019-06-26 20:24:59.030000000"
"34566","30","2","53056","2","","","227","2014-03-31 20:21:48"
"34566","34","1","56677","3","","","373","2019-06-26 20:24:59.030000000"
"34566","34","2","53056","2","","","227","2014-03-31 20:21:48"
"34567","33","1","53056","2","","","227","2014-03-31 20:24:06"
"34567","33","2","56639","6","","","373","2019-06-13 15:13:20.367000000"
"34567","39","1","53056","2","","","227","2014-03-31 20:24:06"
"34567","39","2","56639","6","","","373","2019-06-13 15:13:20.367000000"
"34570","44","1","56614","5","","","391","2019-06-05 17:05:41.373000000"
"34573","22","1","56606","3","","","391","2019-05-28 18:14:01.687000000"
"34574","22","1","56663","2","","","391","2019-06-25 13:14:01.193000000"
"34574","25","1","56663","2","","","391","2019-06-25 13:14:01.193000000"
"34575","39","1","56215","3","","","374","2018-12-13 16:24:15.183000000"
"34575","39","2","","","37500","13","374","2018-12-13 16:24:21.790000000"
"34575","39","3","55354","11","","","391","2018-12-13 18:26:26.613000000"
"34576","56","1","56852","2","","","391","2019-08-05 18:13:23.463000000"
"34577","64","1","55336","5","","","374","2017-05-09 18:53:20.910000000"
"34577","64","2","55546","2","","","374","2017-05-09 19:16:33.177000000"
"34577","64","3","","","37144","3","374","2017-05-09 19:17:08.033000000"
"34578","23","1","56584","4","","","391","2019-05-15 14:47:42.370000000"
"34580","49","1","56718","11","","","391","2020-08-14 15:15:41.437000000"
"34580","49","2","58289","2","","","391","2020-08-14 15:16:53.173000000"
"34580","49","3","","","38574","5","391","2020-08-14 15:17:58.423000000"
"34588","24","1","56909","2","","","143","2019-08-19 20:04:06.653000000"
"34588","26","1","56909","2","","","143","2019-08-19 20:04:06.653000000"
"34594","35","1","57478","3","","","143","2019-10-23 20:00:07.900000000"
"34594","36","1","57478","3","","","143","2019-10-23 20:00:07.900000000"
"34594","38","1","57478","3","","","143","2019-10-23 20:00:07.900000000"
"34596","46","1","","","34771","4","143","2015-02-18 15:36:22"
"34596","46","2","56900","2","","","143","2019-08-19 17:58:26.140000000"
"34596","48","1","","","34771","4","143","2015-02-18 15:36:22"
"34596","48","2","56900","2","","","143","2019-08-19 17:58:26.140000000"
"34614","37","1","56394","2","","","143","2019-03-19 15:54:52.590000000"
"34615","36","1","57483","3","","","143","2019-10-23 19:30:18.990000000"
"34615","38","1","57483","3","","","143","2019-10-23 19:30:18.990000000"
"34616","36","1","57480","4","","","143","2019-10-23 15:27:51.647000000"
"34623","32","1","57604","2","","","143","2019-10-30 11:44:17.907000000"
"34624","36","1","57597","4","","","143","2019-11-01 16:38:00.060000000"
"34624","38","1","57597","4","","","143","2019-11-01 16:38:00.060000000"
"34633","45","1","57117","3","","","143","2019-12-11 14:06:28.987000000"
"34633","45","2","","","38446","3","143","2019-12-11 14:06:41.120000000"
"34633","45","3","56795","14","","","143","2019-12-16 17:15:36.147000000"
"34633","45","4","57844","2","","","143","2019-12-16 17:16:10.523000000"
"34633","47","1","57117","3","","","143","2019-12-11 14:06:28.987000000"
"34633","47","2","","","38446","3","143","2019-12-11 14:06:41.120000000"
"34633","47","3","56795","14","","","143","2019-12-16 17:15:36.147000000"
"34633","47","4","57844","2","","","143","2019-12-16 17:16:10.523000000"
"34635","29","1","57474","3","","","143","2019-10-23 17:51:21.353000000"
"34635","29","2","58775","1","","","143","2021-05-11 18:05:25.980000000"
"34635","29","3","","","39052","1","143","2021-05-11 17:18:24.993000000"
"34635","32","1","58775","3","","","143","2021-09-14 19:39:30.073000000"
"34635","32","2","","","39052","3","143","2021-09-14 19:39:36.610000000"
"34635","32","3","57474","17","","","143","2021-09-22 13:42:53.393000000"
"34635","32","4","58907","2","","","143","2021-09-22 13:44:07.393000000"
"34636","32","1","57476","7","","","143","2021-02-02 20:41:36.427000000"
"34636","32","2","","","35490","20","143","2017-02-06 16:22:07.757000000"
"34636","34","1","57476","7","","","143","2021-02-02 20:41:36.427000000"
"34636","34","2","","","35490","20","143","2017-02-06 16:22:07.757000000"
"34641","20","1","57598","2","","","143","2019-10-30 11:43:44.237000000"
"34645","44","1","56915","2","","","143","2019-08-20 17:53:05.247000000"
"34645","46","1","56915","2","","","143","2019-08-20 17:53:05.247000000"
"34646","20","1","57481","3","","","143","2019-10-23 15:01:23.913000000"
"34646","22","1","57481","3","","","143","2019-10-23 15:01:23.913000000"
"34648","26","1","56907","3","","","143","2019-08-19 19:48:51.470000000"
"34658","30","1","57484","3","","","143","2019-10-23 15:52:10.430000000"
"34658","32","1","57484","3","","","143","2019-10-23 15:52:10.430000000"
"34659","22","1","56395","2","","","143","2019-03-19 19:01:04.570000000"
"34659","22","2","58466","3","","","143","2020-10-09 20:37:15.770000000"
"34659","22","3","","","38833","3","143","2020-10-09 20:37:40.353000000"
"34659","23","1","56395","2","","","143","2019-03-19 19:01:04.570000000"
"34659","23","2","58466","3","","","143","2020-10-09 20:37:15.770000000"
"34659","23","3","","","38833","3","143","2020-10-09 20:37:40.353000000"
"34659","26","1","58466","3","","","143","2020-12-16 16:52:32.763000000"
"34659","26","2","","","38833","3","143","2020-12-16 16:52:45.120000000"
"34659","26","3","56395","10","","","143","2020-12-22 18:51:06.263000000"
"34659","26","4","58568","2","","","143","2020-12-22 18:51:06.267000000"
"34698","30","1","57475","3","","","143","2019-10-23 17:25:04.663000000"
"34698","31","1","57475","3","","","143","2019-10-23 17:25:04.663000000"
"34760","21","1","56916","2","","","143","2019-08-20 18:02:47.020000000"
"34760","23","1","56916","2","","","143","2019-08-20 18:02:47.020000000"
"34761","28","1","","","34598","6","143","2015-02-17 22:11:28"
"34761","28","2","57479","3","","","143","2019-10-24 16:45:30.927000000"
"34761","30","1","","","34598","6","143","2015-02-17 22:11:28"
"34761","30","2","57479","3","","","143","2019-10-24 16:45:30.927000000"
"34771","45","1","57554","2","","","143","2019-10-30 11:35:52.527000000"
"34807","23","1","56469","2","","","228","2019-04-05 16:29:39.677000000"
"34807","24","1","56469","2","","","228","2019-04-05 16:29:39.677000000"
"34821","21","1","55426","14","","","389","2017-05-02 13:33:42.850000000"
"34821","21","2","52713","2","","","140","2014-04-04 19:35:14"
"34822","28","1","53049","71","","","331","2018-08-03 13:14:44.800000000"
"34822","28","2","56776","2","","","331","2019-07-31 16:12:17.093000000"
"34823","27","1","52711","16","","","388","2019-07-12 23:56:28.013000000"
"34823","27","2","55426","58","","","388","2019-07-12 23:56:17.987000000"
"34823","27","3","56688","7","","","388","2019-07-12 23:53:22.220000000"
"34824","19","1","52712","2","","","140","2014-04-04 19:37:37"
"34824","19","2","55426","14","","","140","2017-04-20 14:29:33.707000000"
"34824","21","1","55426","14","","","140","2017-04-20 14:29:33.707000000"
"34824","21","2","52712","2","","","140","2014-04-04 19:37:37"
"34832","18","1","56463","3","","","228","2019-09-19 14:56:22.327000000"
"34832","19","1","56463","3","","","228","2019-09-19 14:56:22.327000000"
"34833","94","1","56602","12","","","331","2019-06-06 13:18:17.533000000"
"34834","37","1","56591","5","","","331","2019-06-06 13:16:01.563000000"
"34856","62","1","","","36417","5","331","2016-01-27 19:55:04.823000000"
"34856","62","2","56643","2","","","331","2019-06-21 13:48:26.947000000"
"34859","30","1","57123","3","","","368","2019-10-02 19:44:37.657000000"
"34862","13","1","52989","12","","","331","2019-11-01 17:58:15.857000000"
"34862","14","1","52989","12","","","331","2019-11-01 17:58:15.857000000"
"34864","42","1","56897","5","","","331","2019-08-16 18:50:46.470000000"
"34865","72","1","56805","3","","","331","2019-07-31 16:14:47.950000000"
"34869","28","1","57813","2","","","378","2019-11-21 18:31:49.870000000"
"34869","28","2","57811","2","","","378","2019-11-21 18:32:13.097000000"
"34869","28","3","","","38027","4","378","2019-11-21 18:32:32.753000000"
"34869","36","1","57813","8","","","394","2022-01-18 13:53:51.107000000"
"34869","36","2","58977","3","","","394","2022-01-18 13:54:11.277000000"
"34869","36","3","","","38979","4","394","2022-01-18 13:54:26.253000000"
"34887","33","1","52998","7","","","331","2016-03-29 20:51:46.123000000"
"34887","44","1","52998","27","","","331","2021-12-10 13:44:00.857000000"
"34887","44","2","58961","8","","","331","2021-12-10 13:44:16.383000000"
"34887","44","3","","","39098","10","331","2021-12-10 13:45:51.803000000"
"34892","91","1","","","36920","32","331","2018-06-01 21:32:58.617000000"
"34892","91","2","","","37631","33","331","2018-06-01 21:57:18.770000000"
"34892","91","3","","","35094","178","331","2018-06-18 20:21:12.877000000"
"34892","91","4","56010","9","","","331","2018-06-22 13:09:04.660000000"
"34892","91","5","","","35049","44","331","2018-06-22 13:11:48.420000000"
"34892","91","6","56670","5","","","331","2019-07-03 17:24:33.407000000"
"34892","103","1","56670","17","","","331","2021-03-05 12:57:51.527000000"
"34892","103","2","58667","7","","","331","2021-03-05 12:57:51.530000000"
"34892","103","3","","","38849","8","331","2021-03-05 12:58:05.773000000"
"34892","106","1","56670","17","","","331","2021-03-05 12:57:51.527000000"
"34892","106","2","58667","7","","","331","2021-03-05 12:57:51.530000000"
"34892","106","3","","","38849","8","331","2021-03-05 12:58:05.773000000"
"34892","113","1","56670","17","","","331","2021-03-05 12:57:51.527000000"
"34892","113","2","58667","7","","","331","2021-03-05 12:57:51.530000000"
"34892","113","3","","","38849","8","331","2021-03-05 12:58:05.773000000"
"34912","20","1","57450","3","","","368","2019-10-04 16:05:18.793000000"
"34912","20","2","57439","2","","","368","2019-10-04 16:05:57.660000000"
"34914","68","1","56416","4","","","331","2019-03-22 17:09:07.780000000"
"34924","79","1","55229","31","","","331","2020-11-06 11:51:06.657000000"
"34924","79","2","58378","5","","","331","2020-11-06 11:51:06.660000000"
"34924","79","3","","","38716","11","331","2020-11-06 11:51:35.137000000"
"34938","68","1","57113","7","","","331","2019-09-20 18:09:52.980000000"
"34953","27","1","53252","66","","","331","2018-09-12 21:19:54.277000000"
"34953","27","2","","","35448","61","331","2018-09-12 21:20:07.743000000"
"34953","27","3","56600","4","","","331","2019-06-06 17:51:42.707000000"
"34960","50","1","56634","4","","","331","2019-07-03 19:11:00.163000000"
"34960","55","1","56634","4","","","331","2019-07-03 19:11:00.163000000"
"34961","48","1","53883","7","","","331","2019-04-18 20:11:45.770000000"
"34975","67","1","","","36420","6","331","2016-02-08 16:45:54.330000000"
"34975","67","2","","","35007","66","331","2017-12-19 18:52:41.157000000"
"34975","67","3","","","35448","51","331","2018-01-19 15:46:19.090000000"
"34975","67","4","56773","3","","","331","2019-07-31 16:13:34.753000000"
"34976","29","1","58200","2","","","368","2020-05-22 13:21:37.220000000"
"34976","29","2","58221","2","","","368","2020-05-22 13:21:51.947000000"
"34976","29","3","57872","3","","","368","2020-05-22 13:22:30.553000000"
"34976","34","1","58686","3","","","368","2021-05-21 12:47:35.623000000"
"34976","34","2","","","38877","4","368","2021-05-21 12:48:02.823000000"
"34976","34","3","57872","5","","","368","2021-05-27 14:22:11.460000000"
"34977","27","1","56530","5","","","331","2019-05-10 14:39:01.400000000"
"34980","22","1","57203","3","","","345","2019-09-20 20:20:10.667000000"
"34980","25","1","57203","3","","","345","2019-09-20 20:20:10.667000000"
"34980","27","1","57203","3","","","345","2019-09-20 20:20:10.667000000"
"34982","24","1","57202","3","","","364","2019-09-20 20:19:38.570000000"
"34982","27","1","57202","3","","","364","2019-09-20 20:19:38.570000000"
"34982","29","1","57202","3","","","364","2019-09-20 20:19:38.570000000"
"34993","29","1","57727","3","","","364","2019-11-25 20:15:20.873000000"
"34993","30","1","57727","3","","","364","2019-11-25 20:15:20.873000000"
"34993","31","1","57727","3","","","364","2019-11-25 20:15:20.873000000"
"34995","27","1","57728","3","","","345","2019-11-25 20:15:49.660000000"
"34995","28","1","57728","3","","","345","2019-11-25 20:15:49.660000000"
"34995","29","1","57728","3","","","345","2019-11-25 20:15:49.660000000"
"34996","33","1","56785","4","","","331","2019-08-01 19:13:26.340000000"
"34997","18","1","52995","2","","","331","2019-09-30 18:47:44.660000000"
"34998","28","1","","","37157","8","331","2017-05-24 18:08:27.553000000"
"34998","28","2","55579","7","","","331","2017-09-15 14:03:16.533000000"
"34998","28","3","57072","9","","","331","2019-09-20 18:23:43.307000000"
"35000","133","1","55982","7","","","297","2018-07-05 14:59:01.367000000"
"35000","133","2","56199","9","","","297","2018-12-19 12:13:42.060000000"
"35001","8","2","56837","9","","","297","2019-11-01 17:29:11.560000000"
"35003","61","1","56722","4","","","331","2019-07-17 18:24:58.230000000"
"35004","15","1","57618","4","","","331","2019-10-25 16:44:20.913000000"
"35004","23","1","57618","9","","","331","2021-01-29 15:58:47.197000000"
"35004","23","2","58586","5","","","331","2021-01-29 15:58:47.197000000"
"35004","23","3","","","38810","9","331","2021-01-29 15:59:12.270000000"
"35006","119","1","56645","5","","","331","2019-06-21 13:34:27.040000000"
"35007","81","1","53252","50","","","331","2017-11-22 19:50:09.163000000"
"35007","81","2","","","35448","45","331","2017-11-22 19:50:24.187000000"
"35007","81","3","57434","10","","","331","2019-10-11 18:58:30.543000000"
"35009","32","1","56966","13","","","331","2019-09-20 18:11:55.937000000"
"35009","33","1","56966","13","","","331","2019-09-20 18:11:55.937000000"
"35010","34","1","57751","14","","","331","2019-11-15 16:40:40.737000000"
"35010","36","1","57751","14","","","331","2019-11-15 16:40:40.737000000"
"35011","23","1","57712","5","","","331","2019-11-08 18:58:21.033000000"
"35013","36","1","56640","7","","","331","2019-07-05 14:53:16.623000000"
"35014","39","1","","","37562","22","331","2018-12-13 19:44:33.713000000"
"35014","39","2","56224","94","","","331","2019-01-04 20:46:03.630000000"
"35014","39","3","55723","23","","","331","2019-01-04 20:46:18.640000000"
"35016","36","1","56505","4","","","331","2019-04-18 18:21:18.673000000"
"35022","62","1","56422","13","","","331","2019-03-22 17:30:08.633000000"
"35022","67","1","56422","13","","","331","2019-03-22 17:30:08.633000000"
"35024","61","1","56060","3","","","378","2018-07-19 17:56:07.260000000"
"35024","61","2","","","37490","5","378","2018-07-19 17:56:15.917000000"
"35024","61","3","56072","5","","","378","2018-07-23 20:25:09.713000000"
"35024","61","4","54987","11","","","378","2019-04-09 21:56:53.807000000"
"35025","91","1","53098","2","","","234","2014-04-04 18:06:50"
"35025","91","2","53099","2","","","234","2014-04-04 18:07:16"
"35025","91","3","53100","2","","","234","2014-04-04 18:07:16"
"35025","91","4","53101","2","","","234","2014-04-04 18:07:16"
"35025","91","8","53103","2","","","234","2014-04-04 18:08:04"
"35025","91","9","53104","2","","","234","2014-04-04 18:08:04"
"35025","91","10","53105","2","","","234","2014-04-04 18:08:04"
"35025","91","11","53106","2","","","234","2014-04-04 18:08:04"
"35025","91","12","53107","2","","","234","2014-04-04 18:08:04"
"35025","91","13","53108","2","","","234","2014-04-04 18:08:04"
"35025","91","16","53110","2","","","234","2014-04-04 18:08:13"
"35025","91","18","54018","2","","","234","2015-01-16 17:01:01"
"35025","91","19","54021","1","","","234","2015-01-16 20:02:08"
"35025","91","20","54338","3","","","234","2015-07-14 20:19:32.513000000"
"35025","91","21","","","35071","4","234","2015-07-14 21:26:35.987000000"
"35025","91","22","","","35631","6","234","2015-07-14 21:26:36.003000000"
"35025","91","23","","","35632","4","234","2015-07-14 21:26:36.017000000"
"35025","91","24","","","35868","2","234","2015-07-14 21:26:36.017000000"
"35025","91","25","","","35633","7","234","2015-07-14 21:26:36.017000000"
"35025","91","26","","","36074","10","234","2015-07-14 21:26:36.017000000"
"35025","91","27","","","35869","2","234","2015-07-14 21:26:36.017000000"
"35025","91","29","54472","8","","","378","2015-11-17 12:38:28.300000000"
"35025","91","30","55695","4","","","378","2017-08-21 11:38:45.580000000"
"35025","91","31","55822","5","","","378","2018-03-29 14:46:27.677000000"
"35025","91","32","56853","2","","","378","2019-08-05 20:34:39.777000000"
"35026","69","1","56380","4","","","391","2019-03-07 19:06:23.980000000"
"35028","10","1","56845","6","","","297","2019-11-08 16:27:14.773000000"
"35032","59","1","56676","3","","","331","2019-07-19 15:00:34.720000000"
"35035","74","1","55817","4","","","331","2017-12-01 16:30:45.743000000"
"35035","74","2","","","37369","19","331","2017-12-01 18:49:57.360000000"
"35035","74","3","","","35448","76","331","2019-06-06 14:42:59.677000000"
"35035","74","4","56631","5","","","331","2019-06-20 17:14:16.377000000"
"35036","99","1","","","36431","14","331","2016-02-01 15:31:36.490000000"
"35036","99","2","","","35070","19","338","2016-04-13 17:32:16.770000000"
"35036","99","3","","","35125","50","331","2018-03-23 15:43:04.070000000"
"35036","99","4","","","34891","18","331","2018-03-23 19:15:17.520000000"
"35036","106","1","","","36431","14","331","2016-02-01 15:31:36.490000000"
"35036","106","2","","","35070","19","338","2016-04-13 17:32:16.770000000"
"35036","106","3","","","35125","50","331","2018-03-23 15:43:04.070000000"
"35036","106","4","","","34891","18","331","2018-03-23 19:15:17.520000000"
"35036","106","5","57703","7","","","331","2019-11-08 18:40:46.880000000"
"35038","71","1","","","37158","20","331","2017-11-16 20:47:15.560000000"
"35038","71","2","55570","12","","","331","2017-12-01 16:29:59.043000000"
"35038","71","3","57600","6","","","331","2019-10-25 17:19:16.863000000"
"35038","76","1","","","37158","20","331","2017-11-16 20:47:15.560000000"
"35038","76","2","55570","12","","","331","2017-12-01 16:29:59.043000000"
"35038","76","3","57600","6","","","331","2019-10-25 17:19:16.863000000"
"35041","113","1","54117","16","","","331","2016-06-23 12:57:05.270000000"
"35041","113","2","","","35125","50","331","2018-04-16 18:37:09.500000000"
"35048","73","1","56619","3","","","392","2019-06-11 12:06:42.103000000"
"35048","76","1","56619","3","","","392","2019-06-11 12:06:42.103000000"
"35049","58","1","57361","7","","","331","2019-10-11 17:36:58.907000000"
"35050","55","1","56923","13","","","331","2019-09-06 18:27:32.127000000"
"35062","117","1","","","35396","67","331","2016-10-04 15:35:15.077000000"
"35062","117","2","","","36715","15","331","2016-10-04 15:35:15.077000000"
"35062","117","3","56541","11","","","331","2019-05-23 19:01:16.827000000"
"35062","122","1","56541","11","","","331","2019-05-23 19:01:16.827000000"
"35062","122","2","58917","15","","","331","2021-12-02 12:18:15.340000000"
"35062","122","3","","","35396","67","331","2016-10-04 15:35:15.077000000"
"35062","122","4","","","36715","15","331","2016-10-04 15:35:15.077000000"
"35062","122","5","","","39063","11","331","2021-12-02 12:18:37.460000000"
"35068","24","1","56712","3","","","331","2019-07-17 18:23:14.167000000"
"35070","76","1","","","35036","27","331","2016-04-08 11:14:34.423000000"
"35070","76","2","54111","15","","","331","2018-03-23 19:10:29.493000000"
"35070","76","3","","","34891","18","331","2018-03-23 19:11:09.113000000"
"35070","76","4","","","35101","79","331","2018-03-23 19:11:36.140000000"
"35071","20","1","56090","3","","","378","2018-08-15 15:27:05.683000000"
"35071","20","2","","","37483","5","378","2018-08-15 15:27:17.357000000"
"35071","20","3","53112","23","","","378","2018-08-31 13:35:15.267000000"
"35071","20","4","56873","3","","","391","2019-08-08 16:56:21.613000000"
"35071","21","1","","","35025","93","234","2021-12-16 14:24:48.697000000"
"35071","21","2","","","37483","5","378","2018-08-15 15:27:17.357000000"
"35073","43","1","54810","1","","","378","2015-12-23 16:15:34.200000000"
"35073","43","2","56962","3","","","391","2019-08-22 13:29:34.053000000"
"35073","46","1","54810","1","","","378","2015-12-23 16:15:34.200000000"
"35073","46","2","56962","3","","","391","2019-08-22 13:29:34.053000000"
"35074","25","1","56767","9","","","297","2019-11-01 17:29:45.607000000"
"35074","32","1","58628","5","","","297","2021-02-19 18:10:56.653000000"
"35074","32","2","56767","14","","","297","2021-02-19 18:12:52.667000000"
"35075","34","1","55124","1","","","297","2016-06-29 20:30:25.383000000"
"35075","34","2","56827","9","","","297","2019-11-01 17:27:02.363000000"
"35076","56","1","56874","14","","","297","2020-02-07 19:07:17.937000000"
"35076","56","2","57921","7","","","297","2020-02-07 19:07:29.037000000"
"35080","46","1","56863","9","","","297","2020-02-04 21:25:06.497000000"
"35080","46","2","57890","8","","","297","2020-02-07 18:51:46.577000000"
"35080","51","1","58614","3","","","297","2021-02-19 18:26:40.943000000"
"35080","51","2","56863","12","","","297","2021-02-19 18:26:56.800000000"
"35081","79","1","54095","7","","","331","2016-04-06 19:56:01.523000000"
"35081","79","2","","","34977","13","331","2018-10-19 11:29:24.177000000"
"35081","79","3","","","34996","21","331","2018-10-19 11:29:43.197000000"
"35081","79","4","","","35003","50","331","2018-10-19 14:08:44.733000000"
"35083","79","1","56423","4","","","331","2019-03-22 17:09:51.620000000"
"35083","96","1","56423","23","","","335","2021-03-05 13:39:08.280000000"
"35083","96","2","58661","6","","","335","2021-03-05 13:37:47.897000000"
"35083","96","3","","","38845","17","335","2021-03-05 13:40:05.337000000"
"35084","70","1","56365","12","","","331","2019-03-15 16:12:01.907000000"
"35084","70","2","56414","6","","","331","2019-04-26 15:42:25.143000000"
"35084","70","3","","","37893","22","331","2019-04-26 15:42:44.863000000"
"35084","74","1","56365","12","","","331","2019-03-15 16:12:01.907000000"
"35084","74","2","56414","6","","","331","2019-04-26 15:42:25.143000000"
"35084","74","3","","","37893","22","331","2019-04-26 15:42:44.863000000"
"35089","30","1","57753","9","","","331","2019-11-15 16:44:49.413000000"
"35090","69","1","56587","8","","","331","2019-05-23 18:50:58.660000000"
"35090","78","1","56587","37","","","331","2021-05-21 12:05:36.847000000"
"35090","78","2","58771","4","","","331","2021-05-21 12:05:50.793000000"
"35090","78","3","","","38912","7","331","2021-05-21 12:06:07.803000000"
"35091","65","1","56615","3","","","331","2019-06-06 17:55:32.647000000"
"35091","97","1","56615","23","","","331","2021-05-21 18:36:38.923000000"
"35091","97","2","58764","7","","","331","2021-05-21 18:35:33.990000000"
"35091","97","3","","","38922","16","331","2021-05-21 18:34:48.553000000"
"35091","100","1","56615","23","","","331","2021-05-21 18:36:38.923000000"
"35091","100","2","58764","7","","","331","2021-05-21 18:35:33.990000000"
"35091","100","3","","","38922","16","331","2021-05-21 18:34:48.553000000"
"35091","103","1","56615","23","","","331","2021-05-21 18:36:38.923000000"
"35091","103","2","58764","7","","","331","2021-05-21 18:35:33.990000000"
"35091","103","3","","","38922","16","331","2021-05-21 18:34:48.553000000"
"35092","78","1","","","36559","9","331","2016-05-25 13:19:47.513000000"
"35092","78","2","56682","6","","","331","2019-07-05 14:54:15.670000000"
"35093","100","1","56786","3","","","331","2019-07-31 16:11:32.223000000"
"35098","25","1","57668","5","","","297","2019-11-13 21:00:22.197000000"
"35098","27","1","57668","5","","","297","2019-11-13 21:00:22.197000000"
"35099","60","1","","","36416","14","331","2016-01-27 22:03:03.590000000"
"35099","60","2","56420","9","","","331","2019-03-22 17:31:41.303000000"
"35101","125","1","","","35070","61","331","2018-05-29 18:15:18.320000000"
"35101","125","2","","","35022","39","331","2018-06-08 15:18:06.980000000"
"35101","125","3","57130","4","","","331","2019-09-20 18:25:34.897000000"
"35111","76","1","56433","32","","","331","2019-04-18 15:54:46.107000000"
"35112","59","1","53049","44","","","331","2017-07-21 15:44:37.060000000"
"35112","59","2","54100","33","","","331","2017-07-21 15:44:37.077000000"
"35112","59","3","56778","9","","","331","2019-08-01 19:02:54.057000000"
"35121","27","1","56902","20","","","143","2021-01-26 15:50:29.983000000"
"35121","27","2","57552","3","","","143","2019-10-30 14:56:36.040000000"
"35121","27","3","","","35490","58","143","2021-01-26 14:25:07.200000000"
"35121","29","1","56902","20","","","143","2021-01-26 15:50:29.983000000"
"35121","29","2","57552","3","","","143","2019-10-30 14:56:36.040000000"
"35121","29","3","59002","1","","","143","2022-01-11 14:25:53.503000000"
"35121","29","4","","","35490","58","143","2021-01-26 14:25:07.200000000"
"35121","29","5","","","39246","1","143","2022-01-11 13:53:38.260000000"
"35124","19","1","57551","2","","","143","2019-10-30 11:42:17.393000000"
"35124","21","1","57551","2","","","143","2019-10-30 11:42:17.393000000"
"35125","76","1","","","35041","50","331","2017-05-25 19:45:33.317000000"
"35125","76","2","","","35094","124","331","2017-05-25 19:45:33.340000000"
"35125","76","3","","","37162","7","331","2017-05-25 19:49:27.837000000"
"35125","76","4","55578","8","","","331","2017-09-15 14:13:43.723000000"
"35125","76","5","53001","21","","","331","2019-04-12 13:14:06.577000000"
"35130","61","1","58195","3","","","331","2020-05-22 12:59:26.100000000"
"35130","61","2","57752","9","","","331","2020-05-22 13:40:59.157000000"
"35130","61","3","57827","4","","","331","2020-05-22 13:43:26.507000000"
"35130","61","4","","","38493","12","331","2020-05-22 13:43:42.167000000"
"35130","66","1","58685","4","","","331","2021-05-21 12:49:16.143000000"
"35130","66","2","","","38876","10","331","2021-05-21 12:49:32.693000000"
"35130","66","3","57752","12","","","331","2021-05-27 14:15:20.743000000"
"35132","44","1","53887","2","","","227","2014-11-04 15:01:13"
"35132","44","2","","","35413","3","227","2014-11-04 15:10:11"
"35132","44","3","","","33431","15","378","2016-05-06 13:14:04.040000000"
