lcd_id,lcd_version,meeting_id,meeting_date,"meeting_info",sort_order,last_updated
39043,2,1,2021-06-16 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2021-05-10 16:30:15.323000000
39043,2,2,2021-01-11 00:00:00,"<p>Multi-jurisdictional teleconference hosted by Noridian</p>",2,2021-05-10 16:30:15.327000000
39045,3,1,2021-06-16 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2021-05-10 17:24:05.560000000
39050,2,1,2021-06-16 00:00:00,"<p>J5 and J8<br />Telephonic</p>",1,2021-05-17 13:11:39.960000000
39050,2,2,2021-06-17 00:00:00,"<p>J5 Telephonic</p>",2,2021-05-17 13:11:39.960000000
39050,2,3,2021-06-28 00:00:00,"<p>J8 Telephonic</p>",3,2021-05-17 13:11:39.960000000
39052,3,1,2021-06-16 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2021-05-17 15:02:06.030000000
39052,3,2,2021-06-17 00:00:00,"<p>J5 Teleconference</p>",2,2021-05-17 15:02:06.030000000
39052,3,3,2021-06-28 00:00:00,"<p>J8 Teleconference</p>",3,2021-05-17 15:02:06.033000000
39053,2,1,2021-06-16 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2021-05-17 14:29:02.207000000
39053,2,2,2021-02-11 00:00:00,"<p>Multi-Jurisdictional Contractor Advisory Committee (CAC) hosted by Novitas</p>",2,2021-05-17 14:29:02.207000000
39053,2,3,2021-06-17 00:00:00,"<p>J5 Teleconference</p>",3,2021-05-17 14:29:02.207000000
39053,2,4,2021-06-28 00:00:00,"<p>J8 Teleconference</p>",4,2021-05-17 14:29:02.223000000
39057,5,1,2021-07-21 00:00:00,"<p>Teleconference Only</p>",1,2021-06-19 00:50:47.620000000
39059,4,1,2021-07-21 00:00:00,"<p>Teleconference Only</p>",1,2021-06-19 00:57:25.717000000
39061,27,1,2021-06-25 00:00:00,"<p>The open meeting is a meeting for MAC JH and JL.</p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference Webinar Only</p>
<p><strong>Time of Meeting:</strong></p>
<p>10am ET</p>
<p>9am CT</p>
<p>8am MT</p>
<p><strong>Link to MAC Website:</strong></p>
<p>JL - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a><br /><br />JH - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2021-06-04 12:34:48.880000000
39062,14,1,2021-06-25 00:00:00,"<p>The open meeting is a meeting for MAC JH and JL.</p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference Webinar Only</p>
<p><strong>Time of Meeting:</strong></p>
<p>10am ET</p>
<p>9am CT</p>
<p>8am MT</p>
<p><strong>Link to MAC Website:</strong></p>
<p>JL - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a><br /><br />JH - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2021-06-04 12:41:17.800000000
39067,10,1,2021-06-25 00:00:00,"<p><strong>The open meeting is a meeting for MAC JH and JL. </strong></p>
<p><strong>Location of Meeting:<br /></strong>Teleconference Only</p>
<p><strong>Time of Meeting:<br /></strong>10am ET<br />9am CT<br />8am MT</p>
<p><strong>Link to MAC Website:</strong></p>
<p>JL - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a>&nbsp;<br />JH - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2021-06-04 10:42:16.463000000
39069,16,1,2021-06-24 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN.</strong></p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference/Webinar only</p>
<p><strong>Time of Meeting:</strong></p>
<p>1pm ET</p>
<p><strong>Link to JN website:</strong></p>
<p><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>",1,2021-06-04 12:35:37.850000000
39070,5,1,2021-06-24 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN. </strong></p>
<p><strong>Location of Meeting: </strong><br />Teleconference only</p>
<p><strong>Time of Meeting: </strong><br />1pm ET</p>
<p><strong>Link to JN website:</strong> <br /><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>",1,2021-06-04 10:42:58.400000000
39072,6,1,2021-06-24 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN.</strong></p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference/Webinar only</p>
<p><strong>Time of Meeting:</strong></p>
<p>1pm ET</p>
<p><strong>Link to JN website:</strong></p>
<p><span style=""line-height: 107%;""><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></span></p>",1,2021-06-04 12:42:10.023000000
39074,5,1,2021-06-24 00:00:00,"<p>Virtual Meeting</p>
<p>12:00-4:00 PM CT</p>
<p>1:00-5:00 PM ET</p>",1,2021-05-27 18:44:12.743000000
39076,3,1,2021-06-24 00:00:00,"<p>Virtual Meeting</p>
<p>12:00-4:00 PM CT</p>
<p>1:00-5:00 PM ET</p>",1,2021-05-27 18:43:14.297000000
39079,13,1,2021-03-23 00:00:00,"<p>Teleconference</p>",1,2021-07-14 17:15:15.333000000
39079,13,2,2021-08-02 00:00:00,"<p>Teleconference</p>",2,2021-07-14 17:15:15.337000000
39081,7,1,2021-08-13 00:00:00,"<p><strong>The open meeting is a meeting for MAC JH and JL. </strong></p>
<p><strong>Location of Meeting: <br /></strong>Teleconference Only</p>
<p><strong>Time of Meeting: </strong><br />10am ET <br />9am CT <br />8am MT</p>
<p><strong>Link to MAC Website: </strong></p>
<p>JL - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707 </a><br />JH - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2021-07-23 10:37:13.790000000
39083,7,1,2021-08-12 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN. </strong></p>
<p><strong>Location of Meeting: </strong><br />Teleconference only</p>
<p><strong>Time of Meeting: </strong><br />1pm ET</p>
<p><strong>Link to JN website: </strong><br /><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>",1,2021-07-23 10:37:57.460000000
39085,8,1,2021-11-01 00:00:00,"<p>Teleconference</p>",1,2021-09-17 15:00:04.347000000
39096,4,1,2021-08-31 00:00:00,"<p>Teleconference Only 2:00 - 4:00 pm Central Time</p>",1,2021-07-29 18:34:07.080000000
39097,4,1,2021-08-31 00:00:00,"<p>Teleconference Only 2:00 - 4:00 pm Central Time</p>",1,2021-07-29 18:34:52.517000000
39098,10,1,2021-08-13 00:00:00,"<p>The open meeting is a meeting for MAC JH and JL.</p>
<p><strong>Location of Meeting:</strong></p>
<p>Teleconference/Webinar Only</p>
<p><strong>Time of Meeting:</strong></p>
<p>10am ET</p>
<p>9am CT</p>
<p>8am MT</p>
<p><strong>Link to MAC Website:</strong></p>
<p>JL - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a></p>
<p>JH <strong>-</strong> <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2021-07-23 12:43:32.727000000
39099,8,1,2021-08-12 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN.</strong></p>
<p><strong>Location of Meeting:</strong><br />Teleconference Only</p>
<p><strong>Time of Meeting:</strong><br />1pm ET</p>
<p><strong>Link to JN website:</strong><br /><span style=""line-height: 107%;""><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></span></p>",1,2021-07-23 12:45:41.267000000
39112,7,1,2021-10-20 00:00:00,"<p>Virtual Meeting: 12:00-4:00 p.m. CT, 1:00-5:00 p.m. ET</p>",1,2021-09-22 12:04:03.343000000
39119,3,1,2021-10-13 00:00:00,"<p>Please check the CGS website for more information on the open meeting and presentaion guidelines.</p>",1,2021-09-01 13:29:26.990000000
39120,4,1,2021-11-01 00:00:00,"",1,2021-09-17 15:42:15.387000000
39122,3,1,2021-10-20 00:00:00,"",1,2021-09-22 16:59:29.250000000
39123,3,1,2021-10-12 00:00:00,"<p>Please check the CGS website for more information on the open meeting and presentation guidelines.</p>",1,2021-09-01 20:27:10.890000000
39123,3,2,2021-10-13 00:00:00,"<p>Please check the CGS website for more information on the open meeting and presentation guidelines.</p>",2,2021-09-01 20:27:10.890000000
39156,3,1,2021-10-20 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2021-09-22 12:00:29.767000000
39156,3,2,2021-10-21 00:00:00,"<p>J5 Teleconference</p>",2,2021-09-22 12:00:29.770000000
39156,3,3,2021-10-25 00:00:00,"<p>J8 Teleconference</p>",3,2021-09-22 12:00:29.773000000
39169,7,1,2021-11-03 00:00:00,"<p>Virtual Meeting </p>
<p>Registration: <a href=""https://attendee.gotowebinar.com/register/4802546261675800078"">https://attendee.gotowebinar.com/register/4802546261675800078</a>&nbsp;</p>
<p>Time: 12:00 pm ET</p>
<p>Phone Number: 1-866-901-6455</p>
<p>Access Code: 547-276-196&nbsp;</p>",1,2021-09-23 20:33:20.127000000
39170,11,1,2021-11-03 00:00:00,"<p>Virtual Meeting <br />Registration: <a href=""https://attendee.gotowebinar.com/register/1659735209418166795"" target=""_blank"" rel=""noopener"">https://attendee.gotowebinar.com/register/1659735209418166795</a><br />Time: 10:00 am ET<br />Phone Number: 1-866-901-6455<br />Access Code: 884-280-042</p>",1,2021-09-24 18:09:13.590000000
39229,3,1,2022-02-24 00:00:00,"<p>Teleconference Only</p>",1,2022-01-14 14:58:43.590000000
39231,3,1,2022-02-24 00:00:00,"<p>Teleconference Only</p>",1,2022-01-14 15:05:38.393000000
39234,5,1,2022-02-24 00:00:00,"<p>Teleconference only. 2:00pm-6:00pm Central time</p>",1,2022-01-14 17:46:50.520000000
39235,4,1,2022-02-24 00:00:00,"<p>Teleconference. 2:00pm-6:00pm Central time.</p>",1,2022-01-14 17:49:57.800000000
39243,3,1,2022-02-16 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2022-01-19 13:43:24.240000000
39243,3,2,2022-02-17 00:00:00,"<p>J5 Teleconference</p>",2,2022-01-19 13:43:24.243000000
39243,3,3,2022-02-14 00:00:00,"<p>J8 Teleconference</p>",3,2022-01-19 13:43:24.243000000
39246,3,1,2022-02-16 00:00:00,"<p>J5 and J8<br />Teleconference</p>",1,2022-01-19 13:26:30.470000000
39246,3,2,2022-02-17 00:00:00,"<p>J5 Teleconference</p>",2,2022-01-19 13:26:30.470000000
39246,3,3,2022-02-14 00:00:00,"<p>J8 Teleconference</p>",3,2022-01-19 13:26:30.473000000
